rel_path,size_bytes,sha256
data/weights.override.example.json,644,88369610f51f6328ba30c61591b9455a603387fe19971d4d48fa15ff4c1b6f2d
data/weights.override.json,644,88369610f51f6328ba30c61591b9455a603387fe19971d4d48fa15ff4c1b6f2d
